날짜,예측환율,실제환율
2023-05-19,1330.24,1332.7
2023-05-22,1330.99,1331.2
2023-05-23,1331.35,1319.1
2023-05-24,1330.83,1311.4
2023-05-25,1330.68,1317.5
2023-05-26,1330.29,1323.4
2023-05-30,1330.32,1325.6
2023-05-31,1329.73,1322.2
2023-06-01,1328.5,1321.6
2023-06-02,1327.32,1320.7
2023-06-05,1326.3,1308.8
2023-06-07,1324.87,1308.3
2023-06-08,1323.89,1300.5
2023-06-09,1322.82,1306.1
2023-06-12,1321.24,1294.9
2023-06-13,1318.92,1291.1
2023-06-14,1316.57,1277.5
2023-06-15,1312.89,1275.9
2023-06-16,1309.39,1280.1
2023-06-19,1306.2,1273.5
2023-06-20,1303.3,1280.7
2023-06-21,1300.79,1282.2
2023-06-22,1298.62,1291.5
2023-06-23,1297.16,1291.4
2023-06-26,1296.68,1302.2
2023-06-27,1297.2,1303.8
2023-06-28,1298.1,1303.1
2023-06-29,1299.01,1304.3
2023-06-30,1301.47,1312.8
2023-07-03,1304.6,1319.4
2023-07-04,1307.57,1310.0
2023-07-05,1309.56,1301.7
2023-07-06,1310.83,1300.8
2023-07-07,1312.08,1303.8
2023-07-10,1313.25,1307.3
2023-07-11,1313.7,1303.8
2023-07-12,1314.06,1295.0
2023-07-13,1312.76,1291.4
2023-07-14,1309.95,1276.2
2023-07-17,1306.99,1265.8
2023-07-18,1303.91,1266.1
2023-07-19,1300.86,1261.6
2023-07-20,1297.62,1265.4
2023-07-21,1294.51,1265.8
2023-07-24,1291.92,1281.7
2023-07-25,1290.16,1283.8
2023-07-26,1288.71,1280.7
2023-07-27,1287.47,1278.7
2023-07-28,1287.31,1273.4
2023-07-31,1288.15,1280.0
2023-08-01,1287.96,1273.8
2023-08-02,1288.86,1280.7
2023-08-03,1290.15,1293.0
2023-08-04,1291.9,1298.8
2023-08-07,1293.32,1303.9
2023-08-08,1295.11,1304.1
2023-08-09,1297.6,1312.6
2023-08-10,1300.66,1318.3
2023-08-11,1303.67,1317.3
2023-08-14,1307.22,1321.1
2023-08-16,1311.09,1331.3
2023-08-17,1315.36,1338.3
2023-08-18,1319.66,1341.6
2023-08-21,1323.39,1336.9
2023-08-22,1327.07,1341.5
2023-08-23,1330.3,1338.7
2023-08-24,1332.97,1338.0
2023-08-25,1335.16,1324.0
2023-08-28,1336.45,1326.6
2023-08-29,1337.15,1322.5
2023-08-30,1336.97,1322.0
2023-08-31,1336.57,1321.4
2023-09-01,1336.03,1322.3
2023-09-04,1335.74,1319.2
2023-09-05,1334.21,1319.3
2023-09-06,1333.34,1324.3
2023-09-07,1333.22,1332.6
2023-09-08,1333.35,1334.7
2023-09-11,1333.96,1333.4
2023-09-12,1333.97,1332.4
2023-09-13,1334.2,1326.1
2023-09-14,1334.53,1327.8
2023-09-15,1335.38,1326.1
2023-09-18,1336.04,1327.6
2023-09-19,1336.59,1326.0
2023-09-20,1337.08,1323.7
2023-09-21,1336.82,1329.3
2023-09-22,1336.71,1339.1
2023-09-25,1337.26,1337.6
2023-09-26,1337.91,1333.7
2023-09-27,1338.25,1344.8
2023-10-04,1340.2,1351.3
2023-10-05,1342.68,1360.6
2023-10-06,1344.83,1349.4
2023-10-10,1347.08,1348.3
2023-10-11,1349.14,1348.3
2023-10-12,1350.52,1339.6
2023-10-13,1351.62,1339.9
2023-10-16,1352.76,1349.4
2023-10-17,1353.77,1353.8
2023-10-18,1354.67,1351.9
2023-10-19,1355.49,1351.7
2023-10-20,1356.04,1357.6
2023-10-23,1356.59,1355.1
2023-10-24,1356.73,1353.2
2023-10-25,1357.1,1343.9
2023-10-26,1357.51,1347.0
2023-10-27,1358.19,1357.1
2023-10-30,1358.68,1352.3
2023-10-31,1359.06,1352.8
2023-11-01,1359.89,1349.6
2023-11-02,1359.94,1356.9
2023-11-03,1359.91,1343.2
2023-11-06,1358.71,1325.8
2023-11-07,1356.33,1303.2
2023-11-08,1352.77,1306.1
2023-11-09,1349.21,1305.5
2023-11-10,1346.06,1309.0
2023-11-13,1343.15,1316.7
2023-11-14,1339.83,1322.7
2023-11-15,1336.64,1325.3
2023-11-16,1333.72,1302.0
2023-11-17,1330.58,1303.9
2023-11-20,1327.67,1294.4
2023-11-21,1324.94,1292.4
2023-11-22,1322.96,1287.7
2023-11-23,1321.46,1295.7
2023-11-24,1319.62,1298.7
2023-11-27,1317.86,1302.1
2023-11-28,1315.62,1304.7
2023-11-29,1314.31,1294.0
2023-11-30,1312.56,1289.0
2023-12-01,1311.5,1290.4
2023-12-04,1310.88,1303.2
2023-12-05,1310.66,1301.8
2023-12-06,1311.54,1311.7
2023-12-07,1312.43,1312.4
2023-12-08,1313.29,1322.7
2023-12-11,1314.88,1307.9
2023-12-12,1315.75,1318.3
2023-12-13,1317.13,1315.7
2023-12-14,1318.22,1316.5
2023-12-15,1318.39,1295.6
2023-12-18,1318.53,1294.7
2023-12-19,1317.19,1298.7
2023-12-20,1317.39,1304.7
2023-12-21,1316.45,1300.2
2023-12-22,1315.61,1303.8
2023-12-26,1314.53,1300.7
2023-12-27,1313.38,1296.8
2023-12-28,1311.87,1294.4
2023-12-29,1310.84,1289.4
2024-01-02,1309.21,1289.4
2024-01-03,1308.45,1299.3
2024-01-04,1308.82,1308.8
2024-01-05,1309.55,1310.2
2024-01-08,1310.38,1313.7
2024-01-09,1310.84,1314.8
2024-01-10,1312.53,1312.1
2024-01-11,1314.53,1320.1
2024-01-12,1316.37,1316.0
2024-01-15,1318.41,1314.1
2024-01-16,1320.19,1319.3
2024-01-17,1322.04,1329.0
2024-01-18,1324.66,1343.2
2024-01-19,1327.69,1342.4
2024-01-22,1330.19,1336.5
2024-01-23,1331.85,1334.7
2024-01-24,1334.2,1336.0
2024-01-25,1336.39,1339.1
2024-01-26,1338.38,1335.7
2024-01-29,1340.34,1336.6
2024-01-30,1341.66,1336.9
2024-01-31,1341.93,1330.6
2024-02-01,1341.35,1333.5
2024-02-02,1340.96,1332.5
2024-02-05,1341.02,1325.1
2024-02-06,1340.83,1334.6
2024-02-07,1340.47,1329.6
2024-02-08,1340.02,1325.3
2024-02-13,1339.64,1327.2
2024-02-14,1339.27,1328.4
2024-02-15,1339.34,1336.9
2024-02-16,1338.88,1333.2
2024-02-19,1338.75,1333.0
2024-02-20,1338.83,1333.8
2024-02-21,1338.78,1337.9
2024-02-22,1339.32,1335.0
2024-02-23,1340.15,1331.0
2024-02-26,1340.23,1329.3
2024-02-27,1340.53,1331.4
2024-02-28,1340.83,1331.3
2024-02-29,1341.15,1334.0
2024-03-04,1341.56,1334.1
2024-03-05,1341.88,1330.1
2024-03-06,1341.74,1333.2
2024-03-07,1341.76,1335.7
2024-03-08,1341.47,1329.6
2024-03-11,1341.09,1323.1
2024-03-12,1340.35,1314.4
2024-03-13,1339.12,1311.1
2024-03-14,1337.52,1312.8
2024-03-15,1336.38,1316.9
2024-03-18,1335.57,1328.4
2024-03-19,1334.96,1333.0
2024-03-20,1335.35,1338.5
2024-03-21,1335.52,1338.7
2024-03-22,1335.99,1326.3
2024-03-25,1336.61,1336.1
2024-03-26,1338.17,1340.7
2024-03-27,1339.72,1338.6
2024-03-28,1341.8,1345.8
2024-03-29,1344.12,1346.8
2024-04-01,1345.97,1347.4
2024-04-02,1347.79,1347.1
2024-04-03,1349.09,1353.0
2024-04-04,1350.8,1349.1
2024-04-05,1351.85,1346.8
2024-04-08,1353.44,1351.8
2024-04-09,1354.43,1353.6
2024-04-11,1355.86,1354.4
2024-04-12,1357.96,1363.7
2024-04-15,1359.96,1371.6
2024-04-16,1362.57,1383.7
2024-04-17,1365.75,1395.3
2024-04-18,1368.77,1386.3
2024-04-19,1371.5,1375.9
2024-04-22,1373.81,1385.0
2024-04-23,1375.47,1380.6
2024-04-24,1377.96,1377.9
2024-04-25,1379.75,1370.0
2024-04-26,1380.94,1376.6
2024-04-29,1381.55,1375.9
2024-04-30,1381.72,1378.7
2024-05-02,1382.02,1378.0
2024-05-03,1381.9,1378.5
2024-05-07,1381.4,1365.2
2024-05-08,1380.26,1357.8
2024-05-09,1379.09,1364.4
2024-05-10,1378.28,1367.9
2024-05-13,1377.81,1367.9
2024-05-14,1376.97,1370.1
2024-05-16,1376.22,1369.0
2024-05-17,1375.16,1349.4
2024-05-20,1373.57,1355.2
2024-05-21,1372.18,1356.2
2024-05-22,1371.8,1364.4
2024-05-23,1371.88,1363.1
2024-05-24,1371.68,1364.5
2024-05-27,1371.34,1370.0
2024-05-28,1370.65,1365.4
2024-05-29,1370.57,1359.5
2024-05-30,1370.86,1364.8
2024-05-31,1371.33,1376.5
2024-06-03,1372.47,1381.6
2024-06-04,1373.83,1377.6
2024-06-05,1374.36,1373.1
2024-06-07,1375.32,1371.5
2024-06-10,1375.98,1366.9
2024-06-11,1377.27,1377.9
2024-06-12,1378.42,1377.4
2024-06-13,1379.49,1377.8
2024-06-14,1379.78,1371.0
2024-06-17,1379.88,1377.7
2024-06-18,1379.87,1380.4
2024-06-19,1380.43,1380.5
2024-06-20,1380.99,1380.8
2024-06-21,1381.61,1383.8
2024-06-24,1382.52,1389.1
2024-06-25,1382.82,1389.7
2024-06-26,1383.83,1386.4
2024-06-27,1385.21,1390.1
2024-06-28,1386.49,1389.2
2024-07-01,1387.38,1382.4
2024-07-02,1387.94,1380.8
2024-07-03,1388.33,1387.4
2024-07-04,1388.71,1389.4
2024-07-05,1389.16,1381.9
2024-07-08,1388.92,1379.0
2024-07-09,1387.87,1379.4
2024-07-10,1387.56,1383.4
2024-07-11,1387.42,1385.6
2024-07-12,1387.08,1380.1
2024-07-15,1386.46,1376.3
2024-07-16,1385.55,1381.9
2024-07-17,1385.69,1386.0
2024-07-18,1385.29,1381.5
2024-07-19,1385.31,1379.9
2024-07-20,,
2024-07-21,,
2024-07-22,1385.17,
2024-07-23,1386.75,
2024-07-24,1386.92,
2024-07-25,1387.39,
2024-07-26,1387.18,
2024-07-27,1387.18,
2024-07-28,1387.18,
2024-07-29,1386.76,
2024-07-30,1385.74,
2024-07-31,1385.98,
2024-08-01,1386.36,
2024-08-02,1387.31,
2024-08-03,1387.31,
2024-08-04,1387.31,
2024-08-05,1387.88,
2024-08-06,1387.34,
2024-08-07,1388.09,
2024-08-08,1389.13,
2024-08-09,1389.96,
2024-08-10,1389.96,
2024-08-11,1389.96,
2024-08-12,1390.71,
2024-08-13,1391.49,
2024-08-14,1392.13,
2024-08-15,1392.82,
2024-08-16,1393.74,
2024-08-17,1393.74,
2024-08-18,1393.74,
2024-08-19,1394.41,
2024-08-20,1393.65,
2024-08-21,1393.83,
2024-08-22,1393.84,
2024-08-23,1394.11,
2024-08-24,1394.11,
2024-08-25,1394.11,
2024-08-26,1393.87,
2024-08-27,1393.2,
2024-08-28,1393.89,
2024-08-29,1393.91,
2024-08-30,1394.34,
